participant_id,puzzle_id,window_start,expert_state,expert_action,expert_rule,attention_label,attention_confidence,action_label,action_confidence,performance_label,performance_confidence,population_label,population_confidence,disagreement_type,dominant_tension,disagreement_intensity,suggested_support,support_category,support_rationale,io_category,expert_category
1,Transition,50.0076582,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.616,inactive,0.798,stalled,0.7,disoriented,0.313,contradictory,focused_but_idle,0.707,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,watch
1,Transition,55.0059887,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.759,inactive,0.809,stalled,0.7,cognitively_stuck,0.592,contradictory,focused_but_idle,0.784,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,watch
1,Transition,60.0039773,EXPLORE,PROMPT,RULE_3_NO_ENTRY,searching,0.943,inactive,0.773,stalled,0.7,exploring,0.407,contradictory,scanning_but_passive,0.858,gentle_probe,probe,"Attention says searching, Action says inactive — persistent. Probe to distinguish exploration from disorientation.",probe,intervene
1,Transition,65.0046002,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.227,hesitant,0.65,progressing,0.9,disoriented,0.341,constructive,focused_progress,0.436,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
1,Transition,70.0124921,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.637,hesitant,0.65,progressing,0.9,exploring,0.291,contradictory,scattered_but_progressing,0.768,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
1,Transition,75.0054848,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.655,hesitant,0.85,progressing,0.633,cognitively_stuck,0.481,constructive,focused_progress,0.356,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
1,Transition,80.013422,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.522,hesitant,0.85,progressing,0.633,cognitively_stuck,0.598,constructive,focused_progress,0.422,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
1,Transition,85.0032271,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.614,hesitant,0.637,progressing,0.633,cognitively_stuck,0.641,constructive,focused_progress,0.377,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
1,Transition,90.0125462,EXPLORE,PROMPT,RULE_3_NO_ENTRY,locked,0.608,inactive,0.924,stalled,0.7,cognitively_stuck,0.622,constructive,passive_and_stuck,0.188,spatial_hint,consensus_intervene,Agents agree: inactive and stalled (transient),intervene,intervene
1,Transition,95.0127827,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.599,hesitant,0.85,progressing,0.767,cognitively_stuck,0.571,constructive,focused_progress,0.317,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
1,Transition,100.0069473,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.418,hesitant,0.637,progressing,0.633,cognitively_stuck,0.314,contradictory,scattered_but_progressing,0.525,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
1,Transition,105.0052461,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.95,hesitant,0.85,progressing,0.767,exploring,0.533,contradictory,scattered_but_progressing,0.859,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
1,Transition,110.002259,EXPLORE,NONE,RULE_3_NO_ENTRY,locked,0.74,hesitant,0.637,progressing,0.633,cognitively_stuck,0.569,constructive,pop_confirms_impasse,0.346,wait,watch,No clear pattern but player is progressing.,watch,watch
1,Transition,115.0110648,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.95,hesitant,0.488,progressing,0.9,cognitively_stuck,0.6,constructive,focused_progress,0.075,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
1,Transition,120.0099156,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.665,inactive,0.643,progressing,0.633,cognitively_stuck,0.619,contradictory,focused_but_idle,0.654,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,watch
1,Transition,125.0077478,EXPLORE,PROMPT,RULE_3_NO_ENTRY,locked,0.94,inactive,0.95,stalled,0.7,cognitively_stuck,0.621,constructive,frozen_on_clue,0.055,reorientation_prompt,consensus_intervene,Agents agree: fixated on clue but not acting (transient),intervene,intervene
1,Transition,130.011075,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.825,inactive,0.894,stalled,0.7,exploring,0.373,contradictory,scanning_but_passive,0.859,monitor_closely,probe,"Attention says searching, Action says inactive — transient. May resolve on its own.",probe,watch
1,Transition,135.0024471,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.575,inactive,0.95,stalled,0.7,exploring,0.266,contradictory,scanning_but_passive,0.762,gentle_probe,probe,"Attention says searching, Action says inactive — persistent. Probe to distinguish exploration from disorientation.",probe,watch
1,Spoke Puzzle: Pasta in Sauce,140.0091112,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.5,inactive,0.95,stalled,0.7,disoriented,0.307,contradictory,focused_but_idle,0.725,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,watch
1,Spoke Puzzle: Pasta in Sauce,145.0051718,SOLVING,NONE,RULE_8_EXPLORE_EXIT,searching,0.399,active,0.573,progressing,0.9,actively_solving,0.319,contradictory,scattered_but_progressing,0.649,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
1,Spoke Puzzle: Pasta in Sauce,150.0185715,SOLVING,NONE,RULE_10_DEFAULT,searching,0.79,active,0.561,progressing,0.9,exploring,0.345,contradictory,scattered_but_progressing,0.845,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
1,Spoke Puzzle: Pasta in Sauce,155.0103002,SOLVING,NONE,RULE_10_DEFAULT,searching,0.772,inactive,0.662,stalled,0.7,exploring,0.332,contradictory,scanning_but_passive,0.717,monitor_closely,probe,"Attention says searching, Action says inactive — transient. May resolve on its own.",probe,watch
1,Spoke Puzzle: Pasta in Sauce,160.0010048,SOLVING,NONE,RULE_10_DEFAULT,searching,0.41,inactive,0.693,stalled,0.7,cognitively_stuck,0.369,contradictory,scanning_but_passive,0.551,monitor_closely,probe,"Attention says searching, Action says inactive — transient. May resolve on its own.",probe,watch
1,Spoke Puzzle: Pasta in Sauce,165.0118647,SOLVING,NONE,RULE_10_DEFAULT,locked,0.642,inactive,0.749,stalled,0.7,cognitively_stuck,0.602,constructive,passive_and_stuck,0.276,spatial_hint,consensus_intervene,Agents agree: inactive and stalled (looping),intervene,watch
1,Spoke Puzzle: Pasta in Sauce,170.0074448,SOLVING,NONE,RULE_10_DEFAULT,searching,0.197,inactive,0.561,stalled,0.7,disoriented,0.335,contradictory,scanning_but_passive,0.379,gentle_probe,probe,"Attention says searching, Action says inactive — persistent. Probe to distinguish exploration from disorientation.",probe,watch
1,Spoke Puzzle: Pasta in Sauce,175.0052754,STUCK,PROMPT,RULE_5_STUCK_ESCALATION,focused,0.487,inactive,0.787,stalled,0.7,disoriented,0.314,contradictory,focused_but_idle,0.637,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,intervene
1,Spoke Puzzle: Pasta in Sauce,180.0131885,SOLVING,NONE,RULE_6_STUCK_EXIT,focused,0.389,hesitant,0.337,progressing,0.9,cognitively_stuck,0.436,constructive,focused_progress,0.355,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
1,Spoke Puzzle: Pasta in Sauce,185.0068066,SOLVING,NONE,RULE_10_DEFAULT,focused,0.5,hesitant,0.488,progressing,0.633,actively_solving,0.318,constructive,focused_progress,0.433,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
1,Spoke Puzzle: Pasta in Sauce,190.0056242,SOLVING,NONE,RULE_10_DEFAULT,focused,0.5,inactive,0.734,stalled,0.7,actively_solving,0.311,contradictory,focused_but_idle,0.617,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,watch
1,Spoke Puzzle: Pasta in Sauce,195.0056488,SOLVING,NONE,RULE_10_DEFAULT,focused,0.387,inactive,0.685,stalled,0.7,disoriented,0.319,contradictory,focused_but_idle,0.536,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,watch
1,Transition,200.0008866,SOLVING,NONE,RULE_10_DEFAULT,searching,0.518,inactive,0.629,stalled,0.7,actively_solving,0.288,contradictory,scanning_but_passive,0.574,gentle_probe,probe,"Attention says searching, Action says inactive — persistent. Probe to distinguish exploration from disorientation.",probe,watch
1,Transition,205.0056202,SOLVING,NONE,RULE_10_DEFAULT,searching,0.903,inactive,0.574,stalled,0.7,exploring,0.489,contradictory,scanning_but_passive,0.738,gentle_probe,probe,"Attention says searching, Action says inactive — persistent. Probe to distinguish exploration from disorientation.",probe,watch
1,Transition,210.0127188,SOLVING,NONE,RULE_10_DEFAULT,searching,0.371,active,0.558,progressing,0.9,actively_solving,0.318,contradictory,scattered_but_progressing,0.635,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
1,Transition,215.0059625,EXPLORE,PROMPT,RULE_3_NO_ENTRY,searching,0.391,hesitant,0.488,progressing,0.633,disoriented,0.314,contradictory,scattered_but_progressing,0.512,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,intervene
1,Transition,220.0111929,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.371,active,0.613,progressing,0.9,exploring,0.253,contradictory,pop_says_exploring_but_focused,0.312,wait,watch,No clear pattern but player is progressing.,watch,watch
1,Transition,225.0047672,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.531,inactive,0.714,stalled,0.7,disoriented,0.284,contradictory,scanning_but_passive,0.623,monitor_closely,probe,"Attention says searching, Action says inactive — transient. May resolve on its own.",probe,watch
1,Transition,230.0028463,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.95,hesitant,0.488,progressing,0.9,exploring,0.437,contradictory,scattered_but_progressing,0.925,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
1,Transition,235.01116,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.599,hesitant,0.85,progressing,0.767,exploring,0.268,contradictory,scattered_but_progressing,0.683,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
1,Transition,240.0067663,EXPLORE,NONE,RULE_3_NO_ENTRY,locked,0.665,inactive,0.81,stalled,0.7,cognitively_stuck,0.597,constructive,passive_and_stuck,0.245,spatial_hint,consensus_intervene,Agents agree: inactive and stalled (transient),intervene,watch
1,Transition,245.0061627,EXPLORE,PROMPT,RULE_3_NO_ENTRY,locked,0.665,inactive,0.815,stalled,0.7,cognitively_stuck,0.605,constructive,passive_and_stuck,0.243,spatial_hint,consensus_intervene,Agents agree: inactive and stalled (transient),intervene,intervene
1,Transition,250.0035398,EXPLORE,NONE,RULE_3_NO_ENTRY,locked,0.665,inactive,0.831,stalled,0.7,cognitively_stuck,0.609,constructive,passive_and_stuck,0.235,spatial_hint,consensus_intervene,Agents agree: inactive and stalled (looping),intervene,watch
1,Transition,255.0015656,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.64,inactive,0.797,stalled,0.7,exploring,0.285,contradictory,scanning_but_passive,0.719,gentle_probe,probe,"Attention says searching, Action says inactive — persistent. Probe to distinguish exploration from disorientation.",probe,watch
1,Transition,260.0101982,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.421,hesitant,0.85,progressing,0.767,exploring,0.266,contradictory,scattered_but_progressing,0.594,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
1,Transition,265.0080023,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.67,hesitant,0.85,progressing,0.633,exploring,0.3,contradictory,scattered_but_progressing,0.651,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
1,Transition,270.0089308,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.393,hesitant,0.637,progressing,0.633,disoriented,0.323,constructive,focused_progress,0.487,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
1,Transition,275.0023037,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.39,inactive,0.867,stalled,0.7,disoriented,0.324,contradictory,scanning_but_passive,0.629,monitor_closely,probe,"Attention says searching, Action says inactive — transient. May resolve on its own.",probe,watch
1,Transition,280.0116241,EXPLORE,PROMPT,RULE_3_NO_ENTRY,focused,0.166,inactive,0.891,stalled,0.7,disoriented,0.355,contradictory,focused_but_idle,0.528,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,intervene
1,Spoke Puzzle: Amount of Protein,285.0114686,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.617,inactive,0.864,stalled,0.7,exploring,0.266,contradictory,scanning_but_passive,0.74,gentle_probe,probe,"Attention says searching, Action says inactive — persistent. Probe to distinguish exploration from disorientation.",probe,watch
1,Spoke Puzzle: Amount of Protein,290.0051103,SOLVING,NONE,RULE_8_EXPLORE_EXIT,focused,0.272,hesitant,0.65,progressing,0.633,disoriented,0.336,constructive,focused_progress,0.547,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
1,Spoke Puzzle: Amount of Protein,295.0007214,SOLVING,NONE,RULE_10_DEFAULT,focused,0.248,hesitant,0.65,progressing,0.767,disoriented,0.304,constructive,focused_progress,0.492,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
1,Spoke Puzzle: Amount of Protein,300.0105516,SOLVING,NONE,RULE_10_DEFAULT,searching,0.18,hesitant,0.488,progressing,0.633,disoriented,0.309,contradictory,scattered_but_progressing,0.406,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
1,Spoke Puzzle: Amount of Protein,305.0023214,SOLVING,NONE,RULE_10_DEFAULT,searching,0.172,active,0.405,progressing,0.9,actively_solving,0.319,contradictory,scattered_but_progressing,0.536,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
1,Spoke Puzzle: Amount of Protein,310.0117793,SOLVING,NONE,RULE_10_DEFAULT,focused,0.175,hesitant,0.65,progressing,0.767,actively_solving,0.327,constructive,pop_confirms_progress,0.453,wait,watch,No clear pattern but player is progressing.,watch,watch
1,Spoke Puzzle: Amount of Protein,315.0022439,SOLVING,NONE,RULE_10_DEFAULT,searching,0.625,inactive,0.526,stalled,0.7,actively_solving,0.279,contradictory,scanning_but_passive,0.576,monitor_closely,probe,"Attention says searching, Action says inactive — transient. May resolve on its own.",probe,watch
1,Spoke Puzzle: Amount of Protein,320.0119432,STUCK,PROMPT,RULE_5_STUCK_ESCALATION,focused,0.169,inactive,0.76,stalled,0.7,disoriented,0.345,contradictory,focused_but_idle,0.465,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,intervene
1,Spoke Puzzle: Amount of Protein,325.0144527,STUCK,NONE,RULE_4_STUCK,focused,0.19,inactive,0.789,stalled,0.7,disoriented,0.335,contradictory,focused_but_idle,0.49,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,intervene
1,Spoke Puzzle: Amount of Protein,330.0149499,STUCK,NONE,RULE_4_STUCK,focused,0.166,inactive,0.782,stalled,0.7,disoriented,0.346,contradictory,focused_but_idle,0.474,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,intervene
1,Spoke Puzzle: Amount of Protein,335.0083868,STUCK,NONE,RULE_4_STUCK,searching,0.353,inactive,0.791,stalled,0.7,disoriented,0.334,contradictory,scanning_but_passive,0.572,gentle_probe,probe,"Attention says searching, Action says inactive — persistent. Probe to distinguish exploration from disorientation.",probe,intervene
1,Spoke Puzzle: Amount of Protein,340.0111306,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.197,inactive,0.805,stalled,0.7,disoriented,0.349,contradictory,scanning_but_passive,0.501,gentle_probe,probe,"Attention says searching, Action says inactive — persistent. Probe to distinguish exploration from disorientation.",probe,watch
1,Spoke Puzzle: Amount of Protein,345.0077289,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.432,inactive,0.853,stalled,0.525,actively_solving,1.0,contradictory,pop_says_solving_but_stalled,0.762,monitor,watch,No clear signal from agent negotiation.,watch,watch
1,Spoke Puzzle: Amount of Protein,350.0023623,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.424,inactive,0.689,stalled,0.7,actively_solving,0.312,contradictory,focused_but_idle,0.556,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,watch
1,Transition,355.0007628,EXPLORE,PROMPT,RULE_3_NO_ENTRY,focused,0.201,inactive,0.677,stalled,0.7,disoriented,0.33,contradictory,focused_but_idle,0.439,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,intervene
1,Transition,360.0030133,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.393,inactive,0.646,stalled,0.7,disoriented,0.311,contradictory,scanning_but_passive,0.52,gentle_probe,probe,"Attention says searching, Action says inactive — persistent. Probe to distinguish exploration from disorientation.",probe,watch
1,Transition,365.0006772,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.95,inactive,0.572,stalled,0.7,exploring,0.519,contradictory,scanning_but_passive,0.761,gentle_probe,probe,"Attention says searching, Action says inactive — persistent. Probe to distinguish exploration from disorientation.",probe,watch
1,Transition,370.0027926,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.825,hesitant,0.65,progressing,0.767,exploring,0.369,contradictory,scattered_but_progressing,0.796,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
1,Transition,375.0021242,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.95,active,0.358,progressing,0.9,exploring,0.593,contradictory,scattered_but_progressing,0.925,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
1,Transition,380.0133871,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.95,hesitant,0.5,progressing,0.767,exploring,0.634,contradictory,scattered_but_progressing,0.859,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
1,Transition,385.0154553,EXPLORE,PROMPT,RULE_3_NO_ENTRY,searching,0.95,active,0.519,progressing,0.9,exploring,0.607,contradictory,scattered_but_progressing,0.925,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,intervene
1,Transition,390.0061733,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.799,hesitant,0.85,progressing,0.767,exploring,0.359,contradictory,scattered_but_progressing,0.783,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
1,Transition,395.0027802,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.859,inactive,0.497,stalled,0.7,exploring,0.45,contradictory,scanning_but_passive,0.678,monitor_closely,probe,"Attention says searching, Action says inactive — transient. May resolve on its own.",probe,watch
1,Transition,400.0123381,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.788,hesitant,0.85,progressing,0.767,exploring,0.356,contradictory,scattered_but_progressing,0.778,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
1,Transition,405.0010114,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.673,inactive,0.791,stalled,0.7,cognitively_stuck,0.395,contradictory,focused_but_idle,0.732,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,watch
1,Transition,410.0140787,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.729,hesitant,0.85,progressing,0.633,cognitively_stuck,0.535,constructive,focused_progress,0.319,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
1,Transition,415.011747,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.665,hesitant,0.85,progressing,0.633,cognitively_stuck,0.602,constructive,focused_progress,0.351,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
1,Transition,420.0033979,EXPLORE,PROMPT,RULE_3_NO_ENTRY,focused,0.95,hesitant,0.85,progressing,0.767,cognitively_stuck,0.606,constructive,focused_progress,0.141,wait,watch,Agents agree: productive engagement (focused_progress),watch,intervene
1,Transition,425.0195397,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.715,hesitant,0.85,progressing,0.633,cognitively_stuck,0.569,constructive,focused_progress,0.326,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
1,Transition,430.0116115,EXPLORE,NONE,RULE_3_NO_ENTRY,locked,0.646,inactive,0.896,stalled,0.7,cognitively_stuck,0.613,constructive,passive_and_stuck,0.202,spatial_hint,consensus_intervene,Agents agree: inactive and stalled (transient),intervene,watch
1,Transition,435.009278,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.498,hesitant,0.85,progressing,0.633,cognitively_stuck,0.611,constructive,focused_progress,0.434,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
1,Transition,440.0131121,EXPLORE,NONE,RULE_3_NO_ENTRY,searching,0.95,inactive,0.752,stalled,0.7,exploring,0.495,contradictory,scanning_but_passive,0.851,monitor_closely,probe,"Attention says searching, Action says inactive — transient. May resolve on its own.",probe,watch
1,Spoke Puzzle: Water Amount,445.0109726,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.482,inactive,0.939,stalled,0.7,disoriented,0.312,contradictory,focused_but_idle,0.71,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,watch
1,Spoke Puzzle: Water Amount,450.0037604,SOLVING,NONE,RULE_8_EXPLORE_EXIT,searching,0.856,hesitant,0.65,progressing,0.767,exploring,0.387,contradictory,scattered_but_progressing,0.811,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
1,Spoke Puzzle: Water Amount,455.0124868,SOLVING,NONE,RULE_10_DEFAULT,locked,0.665,inactive,0.711,stalled,0.7,cognitively_stuck,0.592,constructive,passive_and_stuck,0.294,spatial_hint,consensus_intervene,Agents agree: inactive and stalled (transient),intervene,watch
1,Spoke Puzzle: Water Amount,460.0123697,SOLVING,NONE,RULE_10_DEFAULT,searching,0.531,active,0.561,progressing,0.9,exploring,0.261,contradictory,scattered_but_progressing,0.716,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
1,Spoke Puzzle: Water Amount,465.0037205,SOLVING,NONE,RULE_10_DEFAULT,searching,0.142,active,0.41,progressing,0.9,disoriented,0.324,contradictory,scattered_but_progressing,0.521,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
1,Spoke Puzzle: Water Amount,470.0137868,SOLVING,NONE,RULE_10_DEFAULT,searching,0.635,hesitant,0.65,progressing,0.767,actively_solving,0.295,contradictory,scattered_but_progressing,0.701,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
1,Spoke Puzzle: Water Amount,475.0113545,SOLVING,NONE,RULE_10_DEFAULT,searching,0.593,active,0.635,progressing,0.9,actively_solving,0.273,contradictory,scattered_but_progressing,0.746,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
1,Spoke Puzzle: Water Amount,480.002274,SOLVING,NONE,RULE_10_DEFAULT,searching,0.784,hesitant,0.65,progressing,0.767,exploring,0.409,contradictory,scattered_but_progressing,0.776,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
1,Transition,485.0143548,SOLVING,NONE,RULE_10_DEFAULT,searching,0.236,hesitant,0.65,progressing,0.767,actively_solving,0.314,contradictory,scattered_but_progressing,0.502,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
1,Transition,490.0107548,SOLVING,NONE,RULE_10_DEFAULT,searching,0.687,inactive,0.62,stalled,0.7,exploring,0.286,contradictory,scanning_but_passive,0.653,monitor_closely,probe,"Attention says searching, Action says inactive — transient. May resolve on its own.",probe,watch
1,Transition,495.0044854,SOLVING,NONE,RULE_10_DEFAULT,searching,0.874,hesitant,0.65,progressing,0.767,exploring,0.38,contradictory,scattered_but_progressing,0.821,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
1,Transition,500.0069496,SOLVING,NONE,RULE_10_DEFAULT,searching,0.95,active,0.68,progressing,0.9,exploring,0.559,contradictory,scattered_but_progressing,0.925,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
1,Transition,505.0074544,SOLVING,NONE,RULE_10_DEFAULT,searching,0.95,active,0.674,progressing,0.9,exploring,0.581,contradictory,scattered_but_progressing,0.925,wait,watch,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch,watch
1,Transition,510.0207935,EXPLORE,PROMPT,RULE_3_NO_ENTRY,focused,0.671,inactive,0.535,stalled,0.7,cognitively_stuck,0.506,contradictory,focused_but_idle,0.603,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,intervene
1,Transition,515.0082124,EXPLORE,NONE,RULE_3_NO_ENTRY,focused,0.593,hesitant,0.85,progressing,0.633,cognitively_stuck,0.604,constructive,focused_progress,0.387,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
1,Transition,520.0011343,EXPLORE,NONE,RULE_3_NO_ENTRY,locked,0.665,inactive,0.793,stalled,0.7,cognitively_stuck,0.605,constructive,passive_and_stuck,0.254,spatial_hint,consensus_intervene,Agents agree: inactive and stalled (transient),intervene,watch
