participant_id,window_start,expert_state,expert_action,expert_prompt_type,expert_rule,attention_label,attention_confidence,action_label,action_confidence,performance_label,performance_confidence,population_label,population_confidence,disagreement_type,dominant_tension,disagreement_intensity,suggested_support,support_category,support_rationale,io_category,expert_category
1,50.0076582,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,focused,0.616,inactive,0.939,stalled,0.413,disoriented,0.313,contradictory,focused_but_idle,0.777,wait,watch,Normal navigation between puzzles.,watch,watch
1,55.0059887,Solving,NONE,,PHASE_SOLVING,focused,0.759,inactive,0.933,stalled,0.413,cognitively_stuck,0.592,contradictory,focused_but_idle,0.846,wait,watch,Normal navigation between puzzles.,watch,watch
1,60.0039773,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.943,inactive,0.851,stalled,0.563,exploring,0.407,contradictory,scanning_but_passive,0.897,wait,watch,Actively searching during transition — likely exploring.,watch,watch
1,65.0046002,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,focused,0.227,hesitant,0.375,progressing,0.65,disoriented,0.341,constructive,focused_progress,0.561,wait,watch,Normal navigation between puzzles.,watch,watch
1,70.0124921,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.637,hesitant,0.375,progressing,0.65,exploring,0.291,contradictory,scattered_but_progressing,0.643,wait,watch,Normal navigation between puzzles.,watch,watch
1,75.0054848,Solving,NONE,,PHASE_SOLVING,focused,0.655,inactive,0.565,stalled,0.603,cognitively_stuck,0.481,contradictory,focused_but_idle,0.61,wait,watch,Normal navigation between puzzles.,watch,watch
1,80.013422,Solving,NONE,,PHASE_SOLVING,focused,0.746,hesitant,0.562,progressing,0.65,cognitively_stuck,0.598,constructive,focused_progress,0.302,wait,watch,Normal navigation between puzzles.,watch,watch
1,85.0032271,Solving,NONE,,PHASE_SOLVING,focused,0.878,inactive,0.586,stalled,0.631,cognitively_stuck,0.641,contradictory,focused_but_idle,0.732,wait,watch,Normal navigation between puzzles.,watch,watch
1,90.0125462,Solving,NONE,,PHASE_SOLVING,focused,0.835,inactive,0.95,stalled,0.644,cognitively_stuck,0.622,contradictory,focused_but_idle,0.892,monitor_closely,probe,"Hesitant during transition — pausing, may be unsure where to go.",probe,watch
1,95.0127827,Solving,NONE,,PHASE_SOLVING,focused,0.599,hesitant,0.75,progressing,0.65,cognitively_stuck,0.571,constructive,focused_progress,0.375,wait,watch,Normal navigation between puzzles.,watch,watch
1,100.0069473,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.418,inactive,0.599,stalled,0.672,cognitively_stuck,0.314,contradictory,scanning_but_passive,0.508,wait,watch,Normal navigation between puzzles.,watch,watch
1,105.0052461,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.95,hesitant,0.75,progressing,0.65,exploring,0.533,contradictory,scattered_but_progressing,0.8,wait,watch,Actively searching during transition — likely exploring.,watch,watch
1,110.002259,Solving,NONE,,PHASE_SOLVING,focused,0.567,inactive,0.578,stalled,0.699,cognitively_stuck,0.569,contradictory,focused_but_idle,0.573,wait,watch,Normal navigation between puzzles.,watch,watch
1,115.0110648,Solving,NONE,,PHASE_SOLVING,locked,0.665,hesitant,0.375,progressing,0.65,cognitively_stuck,0.6,constructive,pop_confirms_impasse,0.367,wait,watch,Normal navigation between puzzles.,watch,watch
1,120.0099156,Solving,NONE,,PHASE_SOLVING,focused,0.665,inactive,0.613,stalled,0.726,cognitively_stuck,0.619,contradictory,focused_but_idle,0.639,wait,watch,Normal navigation between puzzles.,watch,watch
1,125.0077478,Solving,NONE,,PHASE_SOLVING,focused,0.679,inactive,0.95,stalled,0.74,cognitively_stuck,0.621,contradictory,focused_but_idle,0.815,monitor_closely,probe,"Hesitant during transition — pausing, may be unsure where to go.",probe,watch
1,130.011075,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.825,inactive,0.823,stalled,0.753,exploring,0.373,contradictory,scanning_but_passive,0.824,spatial_hint,consensus_intervene,Lost in transition: high entropy + long duration. Needs direction.,intervene,watch
1,135.0024471,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.575,inactive,0.92,stalled,0.767,exploring,0.266,contradictory,scanning_but_passive,0.748,spatial_hint,probe,Lost in transition: high entropy + long duration. Needs direction. [Downgraded: 5s since last intervention],probe,watch
1,140.0091112,Explore,NONE,,PHASE_EXPLORE,focused,0.5,inactive,0.95,stalled,0.781,disoriented,0.307,contradictory,focused_but_idle,0.725,gentle_probe,probe,Focused + no action (persistent). Probe gently.,probe,watch
1,145.0051718,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.399,active,0.429,progressing,0.9,actively_solving,0.319,contradictory,scattered_but_progressing,0.649,wait,watch,Scattered but IS progressing. Don't interrupt.,watch,watch
1,150.0185715,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.79,active,0.421,progressing,0.9,exploring,0.345,contradictory,scattered_but_progressing,0.845,wait,watch,Scattered but IS progressing. Don't interrupt.,watch,watch
1,155.0103002,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.772,inactive,0.877,progressing,0.488,exploring,0.332,contradictory,scanning_but_passive,0.825,monitor_closely,probe,Searching + inactive — transient. May resolve.,probe,watch
1,160.0010048,Solving,NONE,,PHASE_SOLVING,searching,0.41,inactive,0.905,progressing,0.488,cognitively_stuck,0.369,contradictory,idle_but_progressing,0.697,wait,watch,Low activity but progress detected. Efficient player.,watch,watch
1,165.0118647,Solving,NONE,,PHASE_SOLVING,focused,0.886,inactive,0.95,progressing,0.488,cognitively_stuck,0.602,contradictory,focused_but_idle,0.918,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,watch
1,170.0074448,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.197,inactive,0.95,stalled,0.413,disoriented,0.335,contradictory,scanning_but_passive,0.574,monitor_closely,probe,Searching + inactive — transient. May resolve.,probe,watch
1,175.0052754,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,focused,0.487,inactive,0.95,stalled,0.413,disoriented,0.314,contradictory,focused_but_idle,0.718,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,watch
1,180.0131885,Solving,NONE,,PHASE_SOLVING,focused,0.389,hesitant,0.375,progressing,0.9,cognitively_stuck,0.436,constructive,focused_progress,0.355,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
1,185.0068066,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,focused,0.5,inactive,0.621,progressing,0.488,actively_solving,0.318,contradictory,focused_but_idle,0.56,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,watch
1,190.0056242,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,focused,0.5,inactive,0.95,progressing,0.488,actively_solving,0.311,contradictory,focused_but_idle,0.725,gentle_probe,probe,Focused + no action (persistent). Probe gently.,probe,watch
1,195.0056488,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,focused,0.387,inactive,0.95,progressing,0.488,disoriented,0.319,contradictory,idle_but_progressing,0.719,wait,watch,Low activity but progress detected. Efficient player.,watch,watch
1,200.0008866,Explore,NONE,,PHASE_EXPLORE,searching,0.518,inactive,0.875,progressing,0.488,actively_solving,0.288,contradictory,scanning_but_passive,0.697,wait,watch,Normal navigation between puzzles.,watch,watch
1,205.0056202,Explore,NONE,,PHASE_EXPLORE,searching,0.903,inactive,0.762,progressing,0.488,exploring,0.489,contradictory,scanning_but_passive,0.833,wait,watch,Actively searching during transition — likely exploring.,watch,watch
1,210.0127188,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.371,active,0.418,progressing,0.9,actively_solving,0.318,contradictory,scattered_but_progressing,0.635,wait,watch,Normal navigation between puzzles.,watch,watch
1,215.0059625,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.391,hesitant,0.562,progressing,0.9,disoriented,0.314,contradictory,scattered_but_progressing,0.645,wait,watch,Normal navigation between puzzles.,watch,watch
1,220.0111929,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,focused,0.371,active,0.613,progressing,0.9,exploring,0.253,contradictory,pop_says_exploring_but_focused,0.312,wait,watch,Normal navigation between puzzles.,watch,watch
1,225.0047672,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.531,inactive,0.903,progressing,0.488,disoriented,0.284,contradictory,scanning_but_passive,0.717,wait,watch,Normal navigation between puzzles.,watch,watch
1,230.0028463,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.95,active,0.639,progressing,0.75,exploring,0.437,contradictory,scattered_but_progressing,0.85,wait,watch,Actively searching during transition — likely exploring.,watch,watch
1,235.01116,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.599,hesitant,0.75,progressing,0.75,exploring,0.268,contradictory,scattered_but_progressing,0.674,wait,watch,Normal navigation between puzzles.,watch,watch
1,240.0067663,Solving,NONE,,PHASE_SOLVING,locked,0.665,inactive,0.95,stalled,0.413,cognitively_stuck,0.597,constructive,frozen_on_clue,0.193,wait,watch,Normal navigation between puzzles.,watch,watch
1,245.0061627,Solving,NONE,,PHASE_SOLVING,focused,0.665,inactive,0.95,stalled,0.413,cognitively_stuck,0.605,contradictory,focused_but_idle,0.807,wait,watch,Normal navigation between puzzles.,watch,watch
1,250.0035398,Solving,NONE,,PHASE_SOLVING,focused,0.65,inactive,0.95,stalled,0.413,cognitively_stuck,0.609,contradictory,focused_but_idle,0.8,wait,watch,Normal navigation between puzzles.,watch,watch
1,255.0015656,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.64,inactive,0.906,stalled,0.554,exploring,0.285,contradictory,scanning_but_passive,0.773,wait,watch,Normal navigation between puzzles.,watch,watch
1,260.0101982,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.421,hesitant,0.75,progressing,0.65,exploring,0.266,contradictory,scattered_but_progressing,0.535,wait,watch,Normal navigation between puzzles.,watch,watch
1,265.0080023,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.67,hesitant,0.562,progressing,0.65,exploring,0.3,contradictory,scattered_but_progressing,0.66,wait,watch,Normal navigation between puzzles.,watch,watch
1,270.0089308,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,focused,0.393,inactive,0.613,stalled,0.595,disoriented,0.323,contradictory,focused_but_idle,0.503,wait,watch,Normal navigation between puzzles.,watch,watch
1,275.0023037,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.39,inactive,0.931,stalled,0.608,disoriented,0.324,contradictory,scanning_but_passive,0.661,monitor_closely,probe,"Hesitant during transition — pausing, may be unsure where to go.",probe,watch
1,280.0116241,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,focused,0.166,inactive,0.948,stalled,0.622,disoriented,0.355,contradictory,focused_but_idle,0.557,monitor_closely,probe,"Hesitant during transition — pausing, may be unsure where to go.",probe,watch
1,285.0114686,Explore,NONE,,PHASE_EXPLORE,searching,0.617,inactive,0.881,stalled,0.636,exploring,0.266,contradictory,scanning_but_passive,0.749,gentle_probe,probe,Searching + inactive persistently. Probe: exploration or lost?,probe,watch
1,290.0051103,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,focused,0.272,inactive,0.57,progressing,0.488,disoriented,0.336,contradictory,idle_but_progressing,0.529,wait,watch,Low activity but progress detected. Efficient player.,watch,watch
1,295.0007214,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,focused,0.248,hesitant,0.75,progressing,0.9,disoriented,0.304,constructive,focused_progress,0.426,wait,watch,Agents agree: productive engagement (focused_progress),watch,watch
1,300.0105516,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.18,inactive,0.606,progressing,0.488,disoriented,0.309,contradictory,idle_but_progressing,0.547,wait,watch,Low activity but progress detected. Efficient player.,watch,watch
1,305.0023214,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.172,active,0.405,progressing,0.9,actively_solving,0.319,contradictory,scattered_but_progressing,0.536,wait,watch,Scattered but IS progressing. Don't interrupt.,watch,watch
1,310.0117793,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,focused,0.175,hesitant,0.562,progressing,0.9,actively_solving,0.327,constructive,pop_confirms_progress,0.386,wait,watch,No clear pattern but player is progressing.,watch,watch
1,315.0022439,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.625,inactive,0.87,stalled,0.413,actively_solving,0.279,contradictory,scanning_but_passive,0.748,monitor_closely,probe,Searching + inactive — transient. May resolve.,probe,watch
1,320.0119432,Solving,PROMPT,R,ESCALATION,focused,0.169,inactive,0.945,stalled,0.413,disoriented,0.345,contradictory,focused_but_idle,0.557,wait,watch,Focused + briefly idle — likely thinking. Wait.,watch,probe
1,325.0144527,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,focused,0.19,inactive,0.95,stalled,0.413,disoriented,0.335,contradictory,focused_but_idle,0.57,gentle_probe,probe,Focused + no action (persistent). Probe gently.,probe,watch
1,330.0149499,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,focused,0.166,inactive,0.937,stalled,0.413,disoriented,0.346,contradictory,focused_but_idle,0.551,gentle_probe,probe,Focused + no action (persistent). Probe gently.,probe,watch
1,335.0083868,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.353,inactive,0.928,stalled,0.413,disoriented,0.334,contradictory,scanning_but_passive,0.641,gentle_probe,probe,Searching + inactive persistently. Probe: exploration or lost?,probe,watch
1,340.0111306,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.197,inactive,0.93,stalled,0.413,disoriented,0.349,contradictory,scanning_but_passive,0.564,gentle_probe,probe,Searching + inactive persistently. Probe: exploration or lost?,probe,watch
1,345.0077289,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,focused,0.432,inactive,0.95,stalled,0.561,actively_solving,1.0,contradictory,pop_says_solving_but_stalled,0.78,monitor,watch,No clear signal from agent negotiation.,watch,watch
1,350.0023623,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,focused,0.424,inactive,0.95,progressing,0.488,actively_solving,0.312,contradictory,idle_but_progressing,0.719,wait,watch,Low activity but progress detected. Efficient player.,watch,watch
1,355.0007628,Explore,NONE,,PHASE_EXPLORE,focused,0.201,inactive,0.95,progressing,0.488,disoriented,0.33,contradictory,idle_but_progressing,0.719,wait,watch,Normal navigation between puzzles.,watch,watch
1,360.0030133,Explore,NONE,,PHASE_EXPLORE,searching,0.393,inactive,0.883,progressing,0.488,disoriented,0.311,contradictory,idle_but_progressing,0.685,wait,watch,Normal navigation between puzzles.,watch,watch
1,365.0006772,Explore,NONE,,PHASE_EXPLORE,searching,0.95,inactive,0.736,progressing,0.488,exploring,0.519,contradictory,scanning_but_passive,0.843,wait,watch,Actively searching during transition — likely exploring.,watch,watch
1,370.0027926,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.825,hesitant,0.75,progressing,0.9,exploring,0.369,contradictory,scattered_but_progressing,0.863,wait,watch,Actively searching during transition — likely exploring.,watch,watch
1,375.0021242,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.95,hesitant,0.375,progressing,0.9,exploring,0.593,contradictory,scattered_but_progressing,0.925,wait,watch,Actively searching during transition — likely exploring.,watch,watch
1,380.0133871,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.95,hesitant,0.55,progressing,0.9,exploring,0.634,contradictory,scattered_but_progressing,0.925,wait,watch,Actively searching during transition — likely exploring.,watch,watch
1,385.0154553,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.95,active,0.691,progressing,0.75,exploring,0.607,contradictory,scattered_but_progressing,0.85,wait,watch,Actively searching during transition — likely exploring.,watch,watch
1,390.0061733,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.799,hesitant,0.75,progressing,0.75,exploring,0.359,contradictory,scattered_but_progressing,0.774,wait,watch,Actively searching during transition — likely exploring.,watch,watch
1,395.0027802,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.859,inactive,0.752,stalled,0.413,exploring,0.45,contradictory,scanning_but_passive,0.805,wait,watch,Actively searching during transition — likely exploring.,watch,watch
1,400.0123381,Solving,PROMPT,R,ESCALATION,searching,0.788,hesitant,0.75,progressing,0.75,exploring,0.356,contradictory,scattered_but_progressing,0.769,wait,watch,Actively searching during transition — likely exploring.,watch,probe
1,405.0010114,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,focused,0.673,inactive,0.919,stalled,0.413,cognitively_stuck,0.395,contradictory,focused_but_idle,0.796,wait,watch,Normal navigation between puzzles.,watch,watch
1,410.0140787,Solving,NONE,,PHASE_SOLVING,focused,0.729,inactive,0.587,stalled,0.553,cognitively_stuck,0.535,contradictory,focused_but_idle,0.658,wait,watch,Normal navigation between puzzles.,watch,watch
1,415.011747,Solving,NONE,,PHASE_SOLVING,locked,0.665,inactive,0.617,stalled,0.566,cognitively_stuck,0.602,constructive,frozen_on_clue,0.359,wait,watch,Normal navigation between puzzles.,watch,watch
1,420.0033979,Solving,NONE,,PHASE_SOLVING,locked,0.665,hesitant,0.562,progressing,0.65,cognitively_stuck,0.606,constructive,pop_confirms_impasse,0.365,wait,watch,Normal navigation between puzzles.,watch,watch
1,425.0195397,Solving,NONE,,PHASE_SOLVING,focused,0.715,inactive,0.599,stalled,0.594,cognitively_stuck,0.569,contradictory,focused_but_idle,0.657,wait,watch,Normal navigation between puzzles.,watch,watch
1,430.0116115,Solving,NONE,,PHASE_SOLVING,focused,0.87,inactive,0.95,stalled,0.607,cognitively_stuck,0.613,contradictory,focused_but_idle,0.91,monitor_closely,probe,"Hesitant during transition — pausing, may be unsure where to go.",probe,watch
1,435.009278,Solving,NONE,,PHASE_SOLVING,focused,0.712,inactive,0.566,stalled,0.621,cognitively_stuck,0.611,contradictory,focused_but_idle,0.639,wait,watch,Normal navigation between puzzles.,watch,watch
1,440.0131121,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.95,inactive,0.696,stalled,0.635,exploring,0.495,contradictory,scanning_but_passive,0.823,wait,watch,Actively searching during transition — likely exploring.,watch,watch
1,445.0109726,Explore,NONE,,PHASE_EXPLORE,focused,0.482,inactive,0.95,stalled,0.648,disoriented,0.312,contradictory,focused_but_idle,0.716,gentle_probe,probe,Focused + no action (persistent). Probe gently.,probe,watch
1,450.0037604,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.856,hesitant,0.75,progressing,0.9,exploring,0.387,contradictory,scattered_but_progressing,0.878,wait,watch,Scattered but IS progressing. Don't interrupt.,watch,watch
1,455.0124868,Solving,NONE,,PHASE_SOLVING,locked,0.665,inactive,0.95,progressing,0.488,cognitively_stuck,0.592,contradictory,idle_but_progressing,0.719,wait,watch,Low activity but progress detected. Efficient player.,watch,watch
1,460.0123697,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.531,active,0.421,progressing,0.9,exploring,0.261,contradictory,scattered_but_progressing,0.716,wait,watch,Scattered but IS progressing. Don't interrupt.,watch,watch
1,465.0037205,Victory,NONE,,PHASE_VICTORY,searching,0.142,active,0.41,progressing,0.9,disoriented,0.324,contradictory,scattered_but_progressing,0.521,wait,watch,Scattered but IS progressing. Don't interrupt.,watch,watch
1,470.0137868,Victory,NONE,,PHASE_VICTORY,searching,0.635,hesitant,0.75,progressing,0.9,actively_solving,0.295,contradictory,scattered_but_progressing,0.768,gentle_probe,probe,Scattered + nominally progressing but persistent. Probe.,probe,watch
1,475.0113545,Victory,NONE,,PHASE_VICTORY,searching,0.593,active,0.635,progressing,0.9,actively_solving,0.273,contradictory,scattered_but_progressing,0.746,gentle_probe,probe,Scattered + nominally progressing but persistent. Probe.,probe,watch
1,480.002274,Victory,NONE,,PHASE_VICTORY,searching,0.784,hesitant,0.75,progressing,0.9,exploring,0.409,contradictory,scattered_but_progressing,0.842,gentle_probe,probe,Scattered + nominally progressing but persistent. Probe.,probe,watch
1,485.0143548,Explore,NONE,,PHASE_EXPLORE,searching,0.236,hesitant,0.75,progressing,0.9,actively_solving,0.314,contradictory,scattered_but_progressing,0.568,wait,watch,Normal navigation between puzzles.,watch,watch
1,490.0107548,Explore,NONE,,PHASE_EXPLORE,searching,0.687,inactive,0.829,progressing,0.488,exploring,0.286,contradictory,scanning_but_passive,0.758,wait,watch,Actively searching during transition — likely exploring.,watch,watch
1,495.0044854,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.874,hesitant,0.75,progressing,0.9,exploring,0.38,contradictory,scattered_but_progressing,0.887,wait,watch,Actively searching during transition — likely exploring.,watch,watch
1,500.0069496,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.95,active,0.68,progressing,0.9,exploring,0.559,contradictory,scattered_but_progressing,0.925,wait,watch,Actively searching during transition — likely exploring.,watch,watch
1,505.0074544,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.95,active,0.674,progressing,0.9,exploring,0.581,contradictory,scattered_but_progressing,0.925,wait,watch,Actively searching during transition — likely exploring.,watch,watch
1,510.0207935,Solving,NONE,,PHASE_SOLVING,focused,0.671,inactive,0.894,stalled,0.413,cognitively_stuck,0.506,contradictory,focused_but_idle,0.782,wait,watch,Normal navigation between puzzles.,watch,watch
1,515.0082124,Solving,NONE,,PHASE_SOLVING,focused,0.848,inactive,0.601,stalled,0.413,cognitively_stuck,0.604,contradictory,focused_but_idle,0.724,wait,watch,Normal navigation between puzzles.,watch,watch
1,520.0011343,Solving,NONE,,PHASE_SOLVING,focused,0.662,inactive,0.95,stalled,0.413,cognitively_stuck,0.605,contradictory,focused_but_idle,0.806,wait,watch,Normal navigation between puzzles.,watch,watch
1,525.0021838,Solving,NONE,,PHASE_SOLVING,locked,0.665,inactive,0.95,stalled,0.413,cognitively_stuck,0.597,constructive,frozen_on_clue,0.193,wait,watch,Normal navigation between puzzles.,watch,watch
1,530.0134334,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.95,inactive,0.384,stalled,0.413,exploring,0.672,contradictory,scanning_but_passive,0.667,wait,watch,Actively searching during transition — likely exploring.,watch,watch
1,535.0095213,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.759,active,0.428,progressing,0.75,exploring,0.334,contradictory,scattered_but_progressing,0.754,wait,watch,Actively searching during transition — likely exploring.,watch,watch
1,540.0008787,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.544,hesitant,0.375,progressing,0.65,disoriented,0.273,contradictory,scattered_but_progressing,0.597,wait,watch,Normal navigation between puzzles.,watch,watch
1,545.0026991,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.409,hesitant,0.75,progressing,0.65,disoriented,0.321,contradictory,scattered_but_progressing,0.529,wait,watch,Normal navigation between puzzles.,watch,watch
1,550.0038284,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,focused,0.437,active,0.404,progressing,0.65,disoriented,0.316,constructive,focused_progress,0.457,wait,watch,Normal navigation between puzzles.,watch,watch
1,555.0240012,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,focused,0.4,inactive,0.95,stalled,0.599,disoriented,0.353,contradictory,focused_but_idle,0.675,monitor_closely,probe,"Hesitant during transition — pausing, may be unsure where to go.",probe,watch
1,560.0004479,Solving,PROMPT,R,ESCALATION,searching,0.95,hesitant,0.75,progressing,0.65,exploring,0.585,contradictory,scattered_but_progressing,0.8,wait,watch,Actively searching during transition — likely exploring.,watch,probe
1,565.0114374,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.612,hesitant,0.562,progressing,0.65,actively_solving,0.278,contradictory,scattered_but_progressing,0.631,wait,watch,Actively searching during transition — likely exploring.,watch,watch
1,570.0066563,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.95,active,0.611,progressing,0.65,exploring,0.58,contradictory,scattered_but_progressing,0.8,wait,watch,Actively searching during transition — likely exploring.,watch,watch
1,575.0021793,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.791,active,0.643,progressing,0.65,exploring,0.356,contradictory,scattered_but_progressing,0.721,wait,watch,Actively searching during transition — likely exploring.,watch,watch
1,580.0005325,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.95,active,0.672,progressing,0.65,exploring,0.55,contradictory,scattered_but_progressing,0.8,wait,watch,Actively searching during transition — likely exploring.,watch,watch
1,585.0005314,PossiblyStuck,NONE,,PHASE_POSSIBLYSTUCK,searching,0.91,hesitant,0.75,progressing,0.65,exploring,0.481,contradictory,scattered_but_progressing,0.78,wait,watch,Actively searching during transition — likely exploring.,watch,watch
1,590.0134169,Victory,NONE,,PHASE_VICTORY,searching,0.368,active,0.417,progressing,0.65,disoriented,0.335,contradictory,scattered_but_progressing,0.509,gentle_probe,probe,Scattered + nominally progressing but persistent. Probe.,probe,watch
